,worst_loss,avg_loss,worst_acc,avg_acc
0,2.276798963546753,2.0754222869873047,0.21639996767044067,0.42663997411727905
1,1.9930232763290405,1.6720054149627686,0.42340001463890076,0.5872199535369873
2,1.9435137510299683,1.577478051185608,0.46380001306533813,0.6108400225639343
3,1.8892158269882202,1.5350056886672974,0.4797999858856201,0.6255800127983093
4,1.8691562414169312,1.5198240280151367,0.49140000343322754,0.6292499303817749
5,1.8576898574829102,1.4981192350387573,0.4886000156402588,0.6296499371528625
6,1.80824875831604,1.467085599899292,0.5200000405311584,0.6392499804496765
7,1.8127769231796265,1.4495937824249268,0.5070000290870667,0.6423799991607666
8,1.8242205381393433,1.4560426473617554,0.5025999546051025,0.6464400291442871
9,1.797606348991394,1.4441707134246826,0.5235999822616577,0.6470300555229187
10,1.801106572151184,1.4448192119598389,0.5117999911308289,0.6466099619865417
11,1.7720041275024414,1.421903133392334,0.5259999632835388,0.6513499617576599
12,1.7829561233520508,1.4153246879577637,0.524399995803833,0.6546799540519714
13,1.8100197315216064,1.4300848245620728,0.5116000175476074,0.6513999700546265
14,1.7600045204162598,1.4000951051712036,0.5365999937057495,0.6581299304962158
15,1.7700341939926147,1.4049246311187744,0.5245999693870544,0.6564999222755432
16,1.7818002700805664,1.4125651121139526,0.5230000019073486,0.6555598974227905
17,1.7574050426483154,1.399420976638794,0.5407999753952026,0.6606900095939636
18,1.7345203161239624,1.3865039348602295,0.5443999767303467,0.6641899943351746
19,1.7621278762817383,1.3867133855819702,0.5339999794960022,0.660539984703064
