,worst_loss,avg_loss,worst_acc,avg_acc
0,2.0059142112731934,1.8747787475585938,0.36419999599456787,0.4348500072956085
1,1.7612613439559937,1.5631669759750366,0.5137999653816223,0.5910500288009644
2,1.7116360664367676,1.5214370489120483,0.5311999917030334,0.6064499616622925
3,1.70582914352417,1.5026816129684448,0.5295999646186829,0.6032000184059143
4,1.6683441400527954,1.4750146865844727,0.5494000315666199,0.6237999796867371
5,1.6524090766906738,1.4424786567687988,0.5561999678611755,0.6294500231742859
6,1.6465022563934326,1.4507935047149658,0.5497999787330627,0.6216999888420105
7,1.6512019634246826,1.4510618448257446,0.5555999875068665,0.6252499222755432
8,1.6341344118118286,1.438696265220642,0.5591999292373657,0.631850004196167
9,1.6315910816192627,1.4171632528305054,0.5608000159263611,0.6366000175476074
10,1.6186617612838745,1.4279866218566895,0.5687999725341797,0.6373999714851379
11,1.6276072263717651,1.4263752698898315,0.5561999678611755,0.633650004863739
12,1.6041381359100342,1.403467059135437,0.5729999542236328,0.6419500112533569
13,1.609184741973877,1.4144898653030396,0.5679999589920044,0.6373999714851379
14,1.5989599227905273,1.3946969509124756,0.5763999819755554,0.6491499543190002
15,1.612430453300476,1.410740852355957,0.5717999935150146,0.643049955368042
16,1.5853527784347534,1.3947714567184448,0.5737999677658081,0.6427000164985657
17,1.6309630870819092,1.4238848686218262,0.5705999732017517,0.637749969959259
18,1.6124660968780518,1.4002940654754639,0.5698000192642212,0.6417999863624573
19,1.6032987833023071,1.4120242595672607,0.571399986743927,0.6422999501228333
