,worst_loss,avg_loss,worst_acc,avg_acc
0,2.7905287742614746,2.4419662952423096,0.15039999783039093,0.2122500091791153
1,2.071160316467285,1.8736746311187744,0.28359997272491455,0.35419997572898865
2,1.8926115036010742,1.6613024473190308,0.39340001344680786,0.46574997901916504
3,1.8237593173980713,1.6085302829742432,0.43539997935295105,0.5021499991416931
4,1.8638995885849,1.648139476776123,0.41179999709129333,0.48514997959136963
5,1.7988072633743286,1.5734866857528687,0.4572000205516815,0.5246999859809875
6,1.7393521070480347,1.528627872467041,0.4821999669075012,0.5475999712944031
7,1.704694390296936,1.4916354417800903,0.49379998445510864,0.5646499395370483
8,1.6852009296417236,1.4714655876159668,0.5083999633789062,0.5768499970436096
9,1.7296992540359497,1.513485074043274,0.48680001497268677,0.5626499652862549
10,1.6912379264831543,1.4786752462387085,0.5087999701499939,0.5808500051498413
11,1.6975780725479126,1.4965269565582275,0.4971999228000641,0.5694000124931335
12,1.6622605323791504,1.4594546556472778,0.5289999842643738,0.5958999395370483
13,1.6405119895935059,1.4371715784072876,0.5285999774932861,0.5995500087738037
14,1.6758599281311035,1.4788097143173218,0.5247999429702759,0.5960000157356262
15,1.6445693969726562,1.443181037902832,0.545799970626831,0.6162499785423279
16,1.6181291341781616,1.400168776512146,0.555400013923645,0.6264499425888062
17,1.6151785850524902,1.4218958616256714,0.5493999719619751,0.6187999844551086
18,1.601905107498169,1.404628038406372,0.5514000058174133,0.6229499578475952
19,1.5759280920028687,1.3792117834091187,0.5659999847412109,0.6346499919891357
20,1.5645761489868164,1.3749865293502808,0.5789999961853027,0.6451999545097351
21,1.5407533645629883,1.3494349718093872,0.5802000164985657,0.6470999717712402
22,1.5445104837417603,1.3414332866668701,0.5848000049591064,0.6543499827384949
23,1.5224429368972778,1.31754732131958,0.5901999473571777,0.664099931716919
24,1.5202383995056152,1.3130205869674683,0.5969999432563782,0.6663998961448669
25,1.5174973011016846,1.3066985607147217,0.5961999893188477,0.6650499701499939
26,1.489709496498108,1.2903109788894653,0.605400025844574,0.6722000241279602
27,1.4964087009429932,1.2872694730758667,0.614799976348877,0.6771499514579773
28,1.4852060079574585,1.2719285488128662,0.608199954032898,0.6791999936103821
29,1.4651095867156982,1.2559486627578735,0.614799976348877,0.6820499300956726
30,1.4775938987731934,1.2554337978363037,0.6215999722480774,0.6916999816894531
31,1.455501675605774,1.2469998598098755,0.6191999912261963,0.6901000142097473
32,1.450863242149353,1.2476409673690796,0.6266000270843506,0.6903000473976135
33,1.4626275300979614,1.2467141151428223,0.6167999505996704,0.6890000104904175
34,1.4212167263031006,1.2392830848693848,0.6326000094413757,0.6910499334335327
35,1.4278446435928345,1.224721908569336,0.6243999600410461,0.6929000020027161
36,1.4784836769104004,1.2544066905975342,0.6137999892234802,0.6907499432563782
37,1.424596905708313,1.2185500860214233,0.6317999958992004,0.6980000138282776
38,1.3967136144638062,1.1952781677246094,0.6303999423980713,0.7014500498771667
39,1.4352017641067505,1.2196362018585205,0.6241999864578247,0.6969000101089478
40,1.380492091178894,1.1858906745910645,0.6374000310897827,0.7035500407218933
41,1.4229578971862793,1.202465534210205,0.6269999742507935,0.7006500363349915
42,1.4016923904418945,1.1970410346984863,0.6285999417304993,0.6988999843597412
43,1.3775891065597534,1.1739070415496826,0.6378000378608704,0.7062999606132507
44,1.3741905689239502,1.1713581085205078,0.6405999660491943,0.7049999833106995
45,1.385714054107666,1.1740118265151978,0.6424000263214111,0.7053999900817871
46,1.3647551536560059,1.1539199352264404,0.6412000060081482,0.7149999737739563
47,1.4095895290374756,1.188312292098999,0.6338000297546387,0.7025999426841736
48,1.3575141429901123,1.1609597206115723,0.6435999870300293,0.708549976348877
49,1.3506587743759155,1.14728581905365,0.6403999924659729,0.7080999612808228
50,1.3625677824020386,1.1548998355865479,0.6417999863624573,0.7078999876976013
51,1.333630084991455,1.1463624238967896,0.6475999355316162,0.7095500230789185
52,1.366904854774475,1.156896948814392,0.6411999464035034,0.7099499702453613
53,1.361451268196106,1.1565531492233276,0.6430000066757202,0.7034500241279602
54,1.3840676546096802,1.165652871131897,0.6344000101089478,0.7072499990463257
55,1.3354065418243408,1.143521785736084,0.6535999774932861,0.7105500102043152
56,1.3192133903503418,1.1311161518096924,0.6594000458717346,0.7178500294685364
57,1.3412551879882812,1.1143494844436646,0.6501999497413635,0.7195999622344971
58,1.327286720275879,1.1192333698272705,0.6471999883651733,0.7131500244140625
59,1.3198295831680298,1.1164671182632446,0.652199923992157,0.7184999585151672
60,1.3242526054382324,1.114637851715088,0.6555999517440796,0.7200000286102295
61,1.3571182489395142,1.1493293046951294,0.6407999992370605,0.7082999348640442
