,worst_loss,avg_loss,worst_acc,avg_acc
0,1.901627540588379,1.674800157546997,0.4748000204563141,0.6409500241279602
1,1.2651581764221191,0.8599594235420227,0.6507999897003174,0.794689953327179
2,1.17464280128479,0.742746889591217,0.6625999212265015,0.8078299760818481
3,1.0801575183868408,0.687696099281311,0.6868000030517578,0.8168199062347412
4,1.075016736984253,0.6752747297286987,0.6847999691963196,0.8194499015808105
5,1.060379981994629,0.6643086075782776,0.7021999955177307,0.8249499797821045
6,1.0175180435180664,0.6418923139572144,0.7008000016212463,0.8259400725364685
7,0.9990835785865784,0.6288247108459473,0.7080000042915344,0.8307600617408752
8,0.9853532314300537,0.6224055886268616,0.7170000672340393,0.832550048828125
9,0.996979832649231,0.6259206533432007,0.6993999481201172,0.8307499885559082
10,0.9756854176521301,0.6131259799003601,0.7127999067306519,0.8360499739646912
11,1.0171791315078735,0.6198433637619019,0.6965999603271484,0.8328300714492798
12,0.9369784593582153,0.5926147699356079,0.7268000245094299,0.8412999510765076
